John,1,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/1-d531a0915f6614aa74a19ebe50d6303a.mp3?version_id=114,NKJV
John,2,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/2-718534d88a50b083c37f0d1a952919c5.mp3?version_id=114,NKJV
John,3,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/3-f28ab2c2224c899ab7961fdb1c0ae280.mp3?version_id=114,NKJV
John,4,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/4-264e92d74257636457b0239a2c1e2f56.mp3?version_id=114,NKJV
John,5,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/5-728d9d648bd16bd3723e459d7a07f42a.mp3?version_id=114,NKJV
John,6,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/6-12b723d77d289564519826787fc3ffe3.mp3?version_id=114,NKJV
John,7,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/7-1c742bc738d710a00e21be2083bc8d44.mp3?version_id=114,NKJV
John,8,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/8-c3e54fa5bc9e07778ed5ae185de83d5b.mp3?version_id=114,NKJV
John,9,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/9-297a070ecb6eaee71a465ebe5a5d5164.mp3?version_id=114,NKJV
John,10,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/10-816484971ad1f12aa884a471b76d8332.mp3?version_id=114,NKJV
John,11,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/11-aba5c4f8a6030001489bb7a3fda55615.mp3?version_id=114,NKJV
John,12,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/12-47fbab6c138a551ce6a0de4342d255ff.mp3?version_id=114,NKJV
John,13,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/13-fd513f0ccfcc343690b2995a030c7117.mp3?version_id=114,NKJV
John,14,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/14-58f2837b30f2d9023dfb8b67cc651971.mp3?version_id=114,NKJV
John,15,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/15-c8254eb577ea65427b7011ced962a3e4.mp3?version_id=114,NKJV
John,16,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/16-b2a3bb0495d6b5ca9567cbbb946b4431.mp3?version_id=114,NKJV
John,17,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/17-e0c626a899f997b8dee0dc0887384a7d.mp3?version_id=114,NKJV
John,18,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/18-617ac481fe8fb0b5a421cc86f9a47317.mp3?version_id=114,NKJV
John,19,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/19-4251ec9e7a0ad17f8ee14471c883c442.mp3?version_id=114,NKJV
John,20,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/20-89634112768a4ef871275f08f99a322b.mp3?version_id=114,NKJV
John,21,https://audio-bible-cdn.youversionapi.com/2332/32k/JHN/21-749743a67cb2c3b1c6b0994bf0478ef8.mp3?version_id=114,NKJV
Acts,1,https://audio-bible-cdn.youversionapi.com/2332/32k/ACT/1-600cb060c94a17c39d43440dd403d9ed.mp3?version_id=114,NKJV
Acts,2,https://audio-bible-cdn.youversionapi.com/2332/32k/ACT/2-8bd356e4387c09233d0a35bae94691e3.mp3?version_id=114,NKJV
